30,3.047452e+01,3.094905e+01,3.142359e+01,3.189814e+01,3.237271e+01,3.284729e+01,3.332190e+01,3.379654e+01,3.427122e+01,3.474592e+01,3.522067e+01,3.569546e+01,3.617030e+01,3.664519e+01,3.712013e+01,3.759513e+01,3.807019e+01,3.854531e+01,3.902050e+01,3.949575e+01,3.997107e+01,4.044647e+01,4.092193e+01,4.139748e+01,4.187310e+01,4.234880e+01,4.282458e+01,4.330044e+01,4.377639e+01,4.425241e+01,4.472852e+01,4.520471e+01,4.568099e+01,4.615735e+01,4.663379e+01,4.711031e+01,4.758691e+01,4.806359e+01,4.854035e+01,4.901719e+01,4.949411e+01,4.997109e+01,5.044815e+01,5.092528e+01,5.140248e+01,5.187974e+01,5.235706e+01,5.283444e+01,5.331188e+01,5.378937e+01,5.426692e+01,5.474450e+01,5.522214e+01,5.569981e+01,5.617751e+01,5.665525e+01,5.713302e+01,5.761081e+01,5.808863e+01,5.856646e+01,5.904430e+01,5.952215e+01,6.000000e+01
3.000000e+01,3.047452e+01,3.094905e+01,3.142358e+01,3.189813e+01,3.237270e+01,3.284728e+01,3.332189e+01,3.379653e+01,3.427120e+01,3.474590e+01,3.522065e+01,3.569544e+01,3.617028e+01,3.664516e+01,3.712010e+01,3.759510e+01,3.807016e+01,3.854528e+01,3.902046e+01,3.949571e+01,3.997104e+01,4.044643e+01,4.092190e+01,4.139744e+01,4.187306e+01,4.234876e+01,4.282454e+01,4.330040e+01,4.377635e+01,4.425237e+01,4.472848e+01,4.520467e+01,4.568095e+01,4.615731e+01,4.663375e+01,4.711027e+01,4.758687e+01,4.806355e+01,4.854032e+01,4.901715e+01,4.949407e+01,4.997106e+01,5.044812e+01,5.092525e+01,5.140245e+01,5.187971e+01,5.235703e+01,5.283442e+01,5.331186e+01,5.378935e+01,5.426689e+01,5.474448e+01,5.522212e+01,5.569979e+01,5.617750e+01,5.665524e+01,5.713301e+01,5.761080e+01,5.808862e+01,5.856645e+01,5.904429e+01,5.952214e+01,6.000000e+01
3.000000e+01,3.047452e+01,3.094904e+01,3.142357e+01,3.189811e+01,3.237267e+01,3.284724e+01,3.332185e+01,3.379648e+01,3.427115e+01,3.474585e+01,3.522059e+01,3.569537e+01,3.617020e+01,3.664509e+01,3.712002e+01,3.759501e+01,3.807007e+01,3.854518e+01,3.902036e+01,3.949561e+01,3.997093e+01,4.044632e+01,4.092179e+01,4.139733e+01,4.187295e+01,4.234864e+01,4.282442e+01,4.330028e+01,4.377623e+01,4.425225e+01,4.472836e+01,4.520455e+01,4.568083e+01,4.615718e+01,4.663363e+01,4.711015e+01,4.758675e+01,4.806344e+01,4.854020e+01,4.901704e+01,4.949396e+01,4.997095e+01,5.044802e+01,5.092515e+01,5.140235e+01,5.187962e+01,5.235694e+01,5.283433e+01,5.331178e+01,5.378928e+01,5.426682e+01,5.474442e+01,5.522206e+01,5.569974e+01,5.617745e+01,5.665520e+01,5.713297e+01,5.761077e+01,5.808859e+01,5.856643e+01,5.904428e+01,5.952214e+01,6.000000e+01
3.000000e+01,3.047451e+01,3.094902e+01,3.142354e+01,3.189807e+01,3.237262e+01,3.284718e+01,3.332178e+01,3.379640e+01,3.427106e+01,3.474575e+01,3.522048e+01,3.569526e+01,3.617008e+01,3.664495e+01,3.711988e+01,3.759487e+01,3.806991e+01,3.854502e+01,3.902020e+01,3.949544e+01,3.997075e+01,4.044614e+01,4.092160e+01,4.139714e+01,4.187275e+01,4.234845e+01,4.282422e+01,4.330008e+01,4.377602e+01,4.425205e+01,4.472815e+01,4.520435e+01,4.568062e+01,4.615698e+01,4.663342e+01,4.710995e+01,4.758656e+01,4.806324e+01,4.854001e+01,4.901686e+01,4.949378e+01,4.997077e+01,5.044784e+01,5.092498e+01,5.140219e+01,5.187946e+01,5.235680e+01,5.283419e+01,5.331165e+01,5.378915e+01,5.426671e+01,5.474431e+01,5.522196e+01,5.569965e+01,5.617737e+01,5.665513e+01,5.713291e+01,5.761072e+01,5.808855e+01,5.856640e+01,5.904426e+01,5.952213e+01,6.000000e+01
3.000000e+01,3.047449e+01,3.094899e+01,3.142349e+01,3.189801e+01,3.237254e+01,3.284710e+01,3.332168e+01,3.379629e+01,3.427093e+01,3.474561e+01,3.522033e+01,3.569509e+01,3.616990e+01,3.664477e+01,3.711969e+01,3.759466e+01,3.806970e+01,3.854480e+01,3.901996e+01,3.949520e+01,3.997050e+01,4.044588e+01,4.092134e+01,4.139687e+01,4.187248e+01,4.234817e+01,4.282394e+01,4.329980e+01,4.377574e+01,4.425176e+01,4.472787e+01,4.520406e+01,4.568034e+01,4.615670e+01,4.663314e+01,4.710967e+01,4.758628e+01,4.806297e+01,4.853974e+01,4.901660e+01,4.949352e+01,4.997053e+01,5.044760e+01,5.092475e+01,5.140197e+01,5.187925e+01,5.235659e+01,5.283400e+01,5.331146e+01,5.378898e+01,5.426655e+01,5.474416e+01,5.522182e+01,5.569952e+01,5.617726e+01,5.665503e+01,5.713283e+01,5.761065e+01,5.808850e+01,5.856636e+01,5.904423e+01,5.952211e+01,6.000000e+01
3.000000e+01,3.047447e+01,3.094895e+01,3.142344e+01,3.189794e+01,3.237245e+01,3.284699e+01,3.332155e+01,3.379614e+01,3.427077e+01,3.474543e+01,3.522014e+01,3.569488e+01,3.616968e+01,3.664453e+01,3.711943e+01,3.759439e+01,3.806942e+01,3.854451e+01,3.901966e+01,3.949488e+01,3.997018e+01,4.044555e+01,4.092100e+01,4.139652e+01,4.187213e+01,4.234781e+01,4.282358e+01,4.329943e+01,4.377537e+01,4.425139e+01,4.472750e+01,4.520369e+01,4.567997e+01,4.615633e+01,4.663278e+01,4.710931e+01,4.758592e+01,4.806262e+01,4.853940e+01,4.901626e+01,4.949319e+01,4.997021e+01,5.044729e+01,5.092445e+01,5.140168e+01,5.187897e+01,5.235633e+01,5.283375e+01,5.331122e+01,5.378876e+01,5.426634e+01,5.474397e+01,5.522165e+01,5.569936e+01,5.617712e+01,5.665490e+01,5.713272e+01,5.761056e+01,5.808842e+01,5.856630e+01,5.904419e+01,5.952210e+01,6.000000e+01
3.000000e+01,3.047445e+01,3.094891e+01,3.142337e+01,3.189785e+01,3.237234e+01,3.284686e+01,3.332140e+01,3.379597e+01,3.427057e+01,3.474521e+01,3.521990e+01,3.569463e+01,3.616941e+01,3.664424e+01,3.711912e+01,3.759407e+01,3.806908e+01,3.854415e+01,3.901929e+01,3.949450e+01,3.996979e+01,4.044515e+01,4.092058e+01,4.139610e+01,4.187170e+01,4.234737e+01,4.282314e+01,4.329898e+01,4.377492e+01,4.425094e+01,4.472704e+01,4.520323e+01,4.567951e+01,4.615588e+01,4.663233e+01,4.710886e+01,4.758549e+01,4.806219e+01,4.853898e+01,4.901584e+01,4.949279e+01,4.996981e+01,5.044691e+01,5.092408e+01,5.140132e+01,5.187863e+01,5.235600e+01,5.283344e+01,5.331093e+01,5.378848e+01,5.426608e+01,5.474373e+01,5.522143e+01,5.569917e+01,5.617694e+01,5.665475e+01,5.713259e+01,5.761045e+01,5.808833e+01,5.856624e+01,5.904415e+01,5.952207e+01,6.000000e+01
3.000000e+01,3.047442e+01,3.094885e+01,3.142329e+01,3.189774e+01,3.237221e+01,3.284670e+01,3.332121e+01,3.379576e+01,3.427034e+01,3.474495e+01,3.521962e+01,3.569432e+01,3.616908e+01,3.664389e+01,3.711875e+01,3.759368e+01,3.806867e+01,3.854373e+01,3.901885e+01,3.949405e+01,3.996932e+01,4.044466e+01,4.092009e+01,4.139560e+01,4.187118e+01,4.234685e+01,4.282261e+01,4.329845e+01,4.377438e+01,4.425040e+01,4.472650e+01,4.520269e+01,4.567897e+01,4.615534e+01,4.663180e+01,4.710834e+01,4.758497e+01,4.806168e+01,4.853847e+01,4.901535e+01,4.949231e+01,4.996934e+01,5.044646e+01,5.092364e+01,5.140090e+01,5.187823e+01,5.235562e+01,5.283307e+01,5.331059e+01,5.378816e+01,5.426578e+01,5.474345e+01,5.522117e+01,5.569893e+01,5.617673e+01,5.665456e+01,5.713243e+01,5.761032e+01,5.808823e+01,5.856616e+01,5.904410e+01,5.952205e+01,6.000000e+01
3.000000e+01,3.047439e+01,3.094879e+01,3.142319e+01,3.189761e+01,3.237205e+01,3.284651e+01,3.332100e+01,3.379551e+01,3.427006e+01,3.474465e+01,3.521929e+01,3.569397e+01,3.616870e+01,3.664348e+01,3.711833e+01,3.759323e+01,3.806820e+01,3.854323e+01,3.901834e+01,3.949352e+01,3.996877e+01,4.044411e+01,4.091952e+01,4.139501e+01,4.187059e+01,4.234625e+01,4.282200e+01,4.329783e+01,4.377376e+01,4.424977e+01,4.472587e+01,4.520207e+01,4.567835e+01,4.615472e+01,4.663118e+01,4.710773e+01,4.758436e+01,4.806108e+01,4.853789e+01,4.901478e+01,4.949175e+01,4.996880e+01,5.044593e+01,5.092313e+01,5.140041e+01,5.187776e+01,5.235517e+01,5.283265e+01,5.331018e+01,5.378778e+01,5.426543e+01,5.474313e+01,5.522087e+01,5.569866e+01,5.617649e+01,5.665435e+01,5.713224e+01,5.761016e+01,5.808810e+01,5.856606e+01,5.904403e+01,5.952201e+01,6.000000e+01
3.000000e+01,3.047436e+01,3.094872e+01,3.142309e+01,3.189747e+01,3.237187e+01,3.284630e+01,3.332075e+01,3.379523e+01,3.426975e+01,3.474431e+01,3.521891e+01,3.569356e+01,3.616827e+01,3.664302e+01,3.711784e+01,3.759272e+01,3.806766e+01,3.854267e+01,3.901776e+01,3.949292e+01,3.996815e+01,4.044347e+01,4.091886e+01,4.139434e+01,4.186991e+01,4.234556e+01,4.282130e+01,4.329713e+01,4.377305e+01,4.424906e+01,4.472516e+01,4.520135e+01,4.567764e+01,4.615401e+01,4.663048e+01,4.710703e+01,4.758368e+01,4.806041e+01,4.853723e+01,4.901413e+01,4.949112e+01,4.996818e+01,5.044533e+01,5.092255e+01,5.139985e+01,5.187722e+01,5.235466e+01,5.283216e+01,5.330973e+01,5.378735e+01,5.426503e+01,5.474276e+01,5.522053e+01,5.569835e+01,5.617621e+01,5.665411e+01,5.713203e+01,5.760999e+01,5.808796e+01,5.856596e+01,5.904396e+01,5.952198e+01,6.000000e+01
